"TELENAME","ALARMTYPE","DEVICETYPE","CNT"
"12H ",50,16,118
"12H ",54,16,273
"12H ",113,6,6
"12H ",113,16,136
"12H ",113,65,8
"12H ",201,25,131
"12H ",210,6,5
"12H ",219,65,69
"A15 ",113,5,12
"A15 ",113,6,21
"A15 ",113,65,6
"A15 ",139,5,3
"A15 ",201,25,70
"A15 ",210,6,12
"A16 ",50,26,6
"A16 ",113,5,12
"A16 ",113,16,12
"A16 ",113,65,14
"A16 ",139,5,3
"A16 ",201,25,67
"A16 ",219,65,1
"A17 ",50,26,46
"A17 ",113,5,12
"A17 ",113,16,16
"A17 ",139,5,3
"A17 ",201,25,142
"A17 ",219,65,4
"A19 ",49,50,54
"A19 ",50,50,2
"A19 ",113,50,207
"A19 ",125,50,3
"A19 ",139,50,3
"A19 ",201,50,19
"A19 ",210,50,61
"A19 ",219,50,3
"A19 ",224,50,22
"A20 ",49,50,90
"A20 ",50,50,3
"A20 ",113,50,94
"A20 ",125,50,4
"A20 ",139,50,3
"A20 ",201,50,21
"A20 ",210,50,15
"A20 ",219,50,4
"A20 ",224,50,25
"A21 ",49,50,6
"A21 ",50,50,2
"A21 ",113,50,713
"A21 ",125,50,68
"A21 ",139,50,5
"A21 ",201,50,30
"A21 ",210,50,50
"A21 ",219,50,1
"A21 ",224,50,45
"A22 ",50,50,3
"A22 ",113,50,10
"A22 ",201,50,29
"A22 ",219,50,2
"A22 ",224,50,50
"A23 ",50,50,1
"A23 ",113,50,36
"A23 ",201,50,32
"A23 ",219,50,2
"A23 ",224,50,47
"A24 ",113,50,17
"A24 ",125,50,19
"A24 ",201,50,4
"A25 ",49,50,5
"A25 ",50,50,1
"A25 ",113,50,17
"A25 ",201,50,13
"A25 ",219,50,1
"A25 ",224,50,20
"AJZ ",88,50,2
"AJZ ",113,50,9
"ALL ",56,50,1
"ALL ",113,50,19
"ALL ",125,50,207
"ALL ",132,50,13
"ALL ",138,50,1
"ALL ",150,50,5
"ALL ",200,50,17
"ALL ",210,50,2
"ALL ",215,50,15
"ALL ",223,50,21
"AXD ",50,50,4
"AXD ",53,50,474
"AXD ",55,50,1
"AXD ",113,50,99
"AXD ",125,50,16
"AXD ",138,50,32
"AXD ",150,50,167
"AXD ",163,24,2
"AXD ",200,50,123
"AXD ",210,50,2
"AXD ",215,50,18
"AXD ",219,50,79
"AXD ",223,50,61
"AXD ",224,50,265
"BDZ ",53,50,21
"BDZ ",84,50,2
"BDZ ",92,50,5
"BDZ ",113,50,41
"BDZ ",124,50,79
"BDZ ",125,50,1
"BDZ ",132,50,1
"BDZ ",133,50,1
"BDZ ",139,50,7
"BDZ ",141,50,1
"BDZ ",150,50,295
"BDZ ",163,24,2
"BDZ ",210,50,9
"BDZ ",219,50,5
"BDZ ",223,50,3
"BDZ ",228,50,16
"BJA ",113,50,158
"BJA ",132,50,3
"BJA ",150,50,141
"BJJ ",49,50,46
"BJJ ",50,50,158
"BJJ ",113,50,29075
"BJJ ",125,50,56
"BJJ ",130,50,10
"BJJ ",132,50,47
"BJJ ",133,50,14
"BJJ ",135,50,13
"BJJ ",136,50,56
"BJJ ",138,50,69
"BJJ ",139,50,10
"BJJ ",140,50,1
"BJJ ",141,50,47
"BJJ ",150,50,181
"BJJ ",200,50,459
"BJJ ",207,50,38
"BJJ ",209,50,87
"BJJ ",210,50,209
"BJJ ",219,50,101
"BJJ ",223,50,448
"BJJ ",224,50,195
"BJJ ",228,50,182
"BJZ ",49,50,68
"BJZ ",84,50,1
"BJZ ",113,50,7990
"BJZ ",125,50,84
"BJZ ",130,50,2
"BJZ ",132,50,34
"BJZ ",133,50,4
"BJZ ",135,50,2
"BJZ ",138,50,462
"BJZ ",139,50,35
"BJZ ",140,50,2
"BJZ ",150,50,96
"BJZ ",162,50,3
"BJZ ",163,24,2
"BJZ ",200,50,48
"BJZ ",210,50,75
"BJZ ",219,50,1
"BJZ ",223,50,132
"BJZ ",224,50,71
"BJZ ",228,50,70
"BKF ",113,50,78
"BKF ",139,50,4
"BRF ",113,50,1918
"BRF ",124,50,3
"BRF ",125,50,2
"BRF ",132,50,12
"BRF ",133,50,18
"BRF ",135,50,2
"BRF ",139,50,32
"BRF ",140,50,9
"BRF ",150,50,57
"BRF ",162,50,8
"BRF ",210,50,60
"BRF ",228,50,27
"BSH ",113,50,83
"BSH ",125,50,2
"BSH ",133,50,6
"BSH ",135,50,2
"BSH ",139,50,12
"BSH ",150,50,66
"BSH ",162,50,5
"BSH ",210,50,19
"BSQ ",113,50,3
"BSQ ",124,50,1
"BSQ ",132,50,3
"BSQ ",133,50,6
"BSQ ",139,50,1
"BSQ ",210,50,5
"BSZ ",113,50,21
"BSZ ",150,50,18
"BTZ ",113,50,17
"BTZ ",124,50,1
"BTZ ",125,50,1
"BTZ ",133,50,3
"BTZ ",139,50,4
"BTZ ",150,50,23
"BTZ ",200,50,15
"BTZ ",210,50,7
"BXS ",50,16,3
"BXS ",113,5,4
"BXS ",113,6,9
"BXS ",113,16,18
"BXS ",113,65,6
"BXS ",132,3,16
"BXS ",139,5,1
"BXS ",154,16,3
"BXS ",201,25,40
"BXS ",210,6,21
"BXS ",219,65,14
"BYZ ",113,50,426
"BYZ ",124,50,3
"BYZ ",125,50,158
"BYZ ",132,50,38
"BYZ ",133,50,12
"BYZ ",139,50,8
"BYZ ",140,50,1
"BYZ ",150,50,107
"BYZ ",162,50,4
"BYZ ",200,50,20
"BYZ ",210,50,2
"BYZ ",228,50,6
"C10 ",50,16,4
"C10 ",54,16,2
"C10 ",113,5,6
"C10 ",113,6,243
"C10 ",113,16,36
"C10 ",113,65,1
"C10 ",139,5,1
"C10 ",201,25,52
"C10 ",210,6,16
"C10 ",219,65,4
"C10 ",237,6,8
"C11 ",54,16,1
"C11 ",113,5,6
"C11 ",113,6,5
"C11 ",113,16,2
"C11 ",113,65,94
"C11 ",139,5,1
"C11 ",201,25,8
"C11 ",210,6,4
"C11 ",219,65,3
"C11 ",237,6,2
"C12 ",54,16,1
"C12 ",113,6,3
"C12 ",113,16,9
"C12 ",113,65,123
"C12 ",125,25,1
"C12 ",125,26,2
"C12 ",201,25,44
"C12 ",210,6,2
"C12 ",219,65,32
"C12 ",237,6,2
"C13 ",113,65,77
"C13 ",201,25,20
"C13 ",219,65,1
"C14 ",113,6,204
"C14 ",113,16,16
"C14 ",113,65,164
"C14 ",125,25,1
"C14 ",125,26,2
"C14 ",201,25,102
"C14 ",210,6,12
"C14 ",237,6,6
"C15 ",54,16,15
"C15 ",113,5,12
"C15 ",113,6,186
"C15 ",113,16,46
"C15 ",113,65,232
"C15 ",139,5,2
"C15 ",201,25,132
"C15 ",210,6,22
"C15 ",237,6,10
"C16 ",54,16,21
"C16 ",113,5,12
"C16 ",113,6,152
"C16 ",113,16,16
"C16 ",113,65,156
"C16 ",139,5,2
"C16 ",201,25,89
"C16 ",210,6,13
"C16 ",237,6,6
"C17 ",50,16,1
"C17 ",113,5,12
"C17 ",113,6,62
"C17 ",113,16,23
"C17 ",139,5,2
"C17 ",201,25,84
"C17 ",210,6,7
"C17 ",219,65,20
"C17 ",237,6,4
"C18 ",113,5,12
"C18 ",113,6,42
"C18 ",113,16,13
"C18 ",113,65,271
"C18 ",125,26,1
"C18 ",139,5,2
"C18 ",201,25,98
"C18 ",210,6,7
"C18 ",219,65,1
"C18 ",237,6,4
"C19 ",50,16,12
"C19 ",50,26,524
"C19 ",54,16,9
"C19 ",113,5,6
"C19 ",113,6,3
"C19 ",113,16,132
"C19 ",113,65,274
"C19 ",125,26,1
"C19 ",136,28,1
"C19 ",139,5,1
"C19 ",201,25,68
"C19 ",210,6,1
"C19 ",219,65,12
"C20 ",50,16,2
"C20 ",50,26,21
"C20 ",54,13,1
"C20 ",54,16,6
"C20 ",67,5,1
"C20 ",113,5,23
"C20 ",113,6,4
"C20 ",113,13,2
"C20 ",113,14,1
"C20 ",113,16,17
"C20 ",113,65,399
"C20 ",124,39,4
"C20 ",125,26,2
"C20 ",136,28,1
"C20 ",139,5,4
"C20 ",140,5,1
"C20 ",201,25,55
"C20 ",210,6,1
"C20 ",219,65,5
"C21 ",50,16,2
"C21 ",54,13,1
"C21 ",54,16,2
"C21 ",67,5,1
"C21 ",113,5,40
"C21 ",113,6,8
"C21 ",113,13,1
"C21 ",113,14,1
"C21 ",113,16,30
"C21 ",113,65,5
"C21 ",124,39,5
"C21 ",125,25,1
"C21 ",125,26,2
"C21 ",136,28,1
"C21 ",139,5,5
"C21 ",140,5,1
"C21 ",201,25,60
"C21 ",210,6,3
"C22 ",54,13,1
"C22 ",67,5,1
"C22 ",113,5,18
"C22 ",113,6,7
"C22 ",113,13,1
"C22 ",113,14,1
"C22 ",113,16,3
"C22 ",113,65,12
"C22 ",125,26,2
"C22 ",139,5,3
"C22 ",201,25,8
"C22 ",210,6,4
"CBH ",50,50,1
"CBH ",113,50,25
"CBH ",124,50,3
"CBH ",125,50,6
"CBH ",132,50,42
"CBH ",135,50,2
"CBH ",150,50,88
"CBH ",210,50,3
"CBZ ",49,50,8
"CBZ ",50,50,48
"CBZ ",113,50,139
"CBZ ",150,50,124
"CBZ ",163,24,1
"CBZ ",200,50,50
"CBZ ",201,50,37
"CBZ ",219,50,9
"CBZ ",223,50,2295
"CDZ ",113,50,388
"CDZ ",124,50,2
"CDZ ",150,50,14
"CDZ ",210,50,7
"CF1 ",50,50,83
"CF1 ",113,50,109
"CF1 ",125,50,2
"CF1 ",139,50,6
"CF1 ",201,50,253
"CF1 ",210,50,25
"CF1 ",219,50,12
"CF2 ",113,50,1
"CF2 ",232,50,2
"CF3 ",50,50,17
"CF3 ",57,50,4
"CF3 ",113,50,61
"CF3 ",201,50,62
"CF3 ",219,50,9
"CF4 ",50,50,200
"CF4 ",113,50,78
"CF4 ",136,50,1
"CF4 ",139,50,5
"CF4 ",140,50,1
"CF4 ",201,50,292
"CF4 ",210,50,2
"CF4 ",219,50,52
"CF5 ",50,50,433
"CF5 ",57,50,16
"CF5 ",113,50,45
"CF5 ",125,50,3
"CF5 ",201,50,339
"CF5 ",210,50,2
"CF5 ",219,50,37
"CF6 ",113,50,129
"CF6 ",139,50,8
"CF6 ",201,50,93
"CF6 ",210,50,46
"CF6 ",219,50,3
"CF7 ",50,50,2
"CF7 ",113,50,208
"CF7 ",139,50,8
"CF7 ",201,50,158
"CF7 ",210,50,32
"CF7 ",219,50,10
"CF7 ",232,50,7
"CFS ",85,50,1
"CFS ",113,50,278
"CFS ",125,50,1
"CFS ",130,50,5
"CFS ",132,50,7
"CFS ",135,50,4
"CFS ",150,50,99
"CFS ",210,50,125
"CFS ",237,50,3
"CG2 ",50,16,2
"CG2 ",50,26,15
"CG2 ",113,5,6
"CG2 ",113,6,17
"CG2 ",113,65,250
"CG2 ",139,5,1
"CG2 ",201,25,35
"CG2 ",210,6,17
"CG2 ",219,65,31
"CG2 ",237,6,8
"CG3 ",50,26,32
"CG3 ",54,16,1
"CG3 ",113,6,135
"CG3 ",113,16,9
"CG3 ",113,65,26
"CG3 ",201,25,30
"CG3 ",210,6,13
"CG3 ",219,65,9
"CG3 ",237,6,6
"CG4 ",113,6,600
"CG4 ",113,16,23
"CG4 ",113,65,50
"CG4 ",125,26,2
"CG4 ",201,25,56
"CG4 ",210,6,21
"CG4 ",219,65,4
"CG4 ",237,6,8
"CG5 ",54,16,2
"CG5 ",113,6,12
"CG5 ",113,16,30
"CG5 ",113,65,9
"CG5 ",201,25,55
"CG5 ",210,6,14
"CG5 ",237,6,6
"CG6 ",54,13,1
"CG6 ",113,6,153
"CG6 ",113,13,1
"CG6 ",113,14,1
"CG6 ",113,16,7
"CG6 ",113,65,14
"CG6 ",201,25,50
"CG6 ",210,6,11
"CG6 ",219,65,6
"CG6 ",237,6,6
"CG7 ",54,13,1
"CG7 ",54,16,10
"CG7 ",113,6,9
"CG7 ",113,13,2
"CG7 ",125,25,1
"CG7 ",125,26,2
"CG7 ",201,25,110
"CG7 ",210,6,17
"CG7 ",219,65,2
"CG7 ",237,6,6
"CG8 ",50,16,1
"CG8 ",113,5,6
"CG8 ",113,6,9
"CG8 ",113,16,15
"CG8 ",113,65,83
"CG8 ",139,5,1
"CG8 ",201,25,33
"CG8 ",210,6,3
"CG8 ",219,65,11
"CG8 ",237,6,2
"CG9 ",113,5,6
"CG9 ",113,6,195
"CG9 ",113,16,24
"CG9 ",113,65,10
"CG9 ",125,26,1
"CG9 ",139,5,1
"CG9 ",201,25,32
"CG9 ",210,6,20
"CG9 ",237,6,8
"CJ1 ",113,50,76
"CJ1 ",124,50,3
"CJ1 ",139,50,8
"CJ1 ",140,50,1
"CJ1 ",201,50,88
"CJ1 ",210,50,7
"CJ1 ",219,50,3
"CJ2 ",113,50,42
"CJ2 ",124,50,4
"CJ2 ",133,50,3
"CJ2 ",139,50,4
"CJ2 ",201,50,166
"CJ2 ",210,50,4
"CJ3 ",53,50,1
"CJ3 ",57,50,12
"CJ3 ",113,50,109
"CJ3 ",124,50,2
"CJ3 ",125,50,1
"CJ3 ",133,50,23
"CJ3 ",139,50,29
"CJ3 ",140,50,6
"CJ3 ",201,50,304
"CJ3 ",210,50,5
"CJ3 ",219,50,56
"CJH ",124,50,2
"CJZ ",0,50,3
"CJZ ",113,50,325
"CJZ ",125,50,2
"CJZ ",133,50,1
"CJZ ",139,50,8
"CJZ ",150,50,13
"CJZ ",200,50,28
"CJZ ",215,50,2
"CKS ",85,50,3
"CKS ",113,50,483
"CKS ",132,50,6
"CKS ",150,50,12
"CLD ",50,16,17
"CLD ",50,26,6
"CLD ",54,16,1
"CLD ",54,23,51
"CLD ",113,4,4
"CLD ",113,5,4
"CLD ",113,16,490
"CLD ",113,44,79
"CLD ",113,65,18
"CLD ",125,25,1
"CLD ",125,26,1
"CLD ",125,51,2
"CLD ",132,24,8
"CLD ",135,40,10
"CLD ",138,51,36
"CLD ",139,5,1
"CLD ",141,4,4
"CLD ",144,23,124
"CLD ",150,23,23
"CLD ",200,24,30
"CLD ",201,25,50
"CLD ",210,6,5
"CLD ",219,65,3
"CLD ",237,6,1
"CLZ ",50,16,1
"CLZ ",54,16,1
"CLZ ",113,5,12
"CLZ ",113,14,1
"CLZ ",113,16,490
"CLZ ",113,65,16
"CLZ ",132,24,7
"CLZ ",139,5,3
"CLZ ",141,4,7
"CLZ ",144,23,176
"CLZ ",150,23,41
"CLZ ",163,24,1
"CLZ ",200,24,75
"CLZ ",201,25,42
"CLZ ",210,6,11
"CLZ ",219,65,2
"CLZ ",237,6,2
"CMS ",113,50,27
"CMS ",124,50,130
"CMS ",130,50,5
"CMS ",139,50,5
"CMS ",150,50,31
"CMS ",210,50,18
"CPS ",0,50,1
"CPS ",113,50,28
"CPS ",125,50,3
"CPS ",150,50,39
"CPS ",200,50,26
"CPS ",210,50,2
"CPZ ",56,50,3
"CPZ ",113,50,160
"CPZ ",132,50,17
"CPZ ",136,50,1
"CPZ ",141,50,1
"CPZ ",150,50,2
"CPZ ",200,50,6
"CPZ ",210,50,11
"CPZ ",215,50,8
"CPZ ",223,50,12
"CQZ ",50,50,494
"CQZ ",113,50,64
"CQZ ",125,50,1
"CQZ ",132,50,54
"CQZ ",139,50,4
"CQZ ",150,50,122
"CQZ ",163,24,1
"CQZ ",200,50,76
"CQZ ",201,50,212
"CQZ ",210,50,13
"CQZ ",223,50,478
"CQZ ",237,50,2
"CSZ ",50,16,4
"CSZ ",50,26,121
"CSZ ",54,16,116
"CSZ ",54,23,86
"CSZ ",113,5,18
"CSZ ",113,6,69
"CSZ ",113,16,13
"CSZ ",113,65,75
"CSZ ",125,26,2
"CSZ ",132,24,11
"CSZ ",138,51,2
"CSZ ",139,5,5
"CSZ ",141,4,1
"CSZ ",150,23,58
"CSZ ",200,24,71
"CSZ ",201,25,195
"CSZ ",210,6,13
"CSZ ",219,65,8
"CSZ ",237,6,4
"CTF ",49,50,23
"CTF ",53,81,8
"CTF ",53,99,5
"CTF ",113,5,4
"CTF ",113,9,14
"CTF ",113,10,6
"CTF ",113,101,346
"CTF ",113,110,702
"CTF ",124,200,56
"CTF ",125,204,172
"CTF ",130,1,19
"CTF ",133,5,3
"CTF ",135,99,2
"CTF ",139,5,2
"CTF ",141,99,37
"CTF ",150,1,59
"CTF ",200,50,8
"CTF ",215,9,109
"CTF ",215,50,50
"CTF ",223,1,38
"CTF ",224,1,35
"CTF ",224,13,4
"CTF ",224,50,27
"CTF ",224,99,73
"CTF ",224,195,1
"CTH ",113,50,176
"CTH ",124,50,3
"CTH ",135,50,7
"CTH ",139,50,1
"CTH ",150,50,79
"CTH ",162,50,1
"CTH ",210,50,1
"CTS ",88,50,1
"CTS ",113,50,16
"CTS ",124,50,2
"CTS ",130,50,1
"CTS ",150,50,60
"CXG ",88,50,3
"CXG ",113,50,31
"CXG ",124,50,1
"CXG ",125,50,2
"CXG ",132,50,82
"CXG ",135,50,2
"CXG ",150,50,46
"CXG ",210,50,1
"CYA ",49,50,131
"CYA ",113,50,40
"CYA ",125,50,3
"CYA ",132,50,1
"CYA ",133,50,2
"CYA ",135,50,26
"CYA ",139,50,4
"CYA ",141,50,1
"CYA ",150,50,54
"CYA ",162,50,15
"CYA ",210,50,1
"DAC ",53,50,76
"DAC ",57,50,10
"DAC ",113,50,345
"DAC ",124,50,1
"DAC ",125,50,4
"DAC ",132,50,10
"DAC ",133,50,9
"DAC ",135,50,8
"DAC ",139,50,12
"DAC ",140,50,2
"DAC ",150,50,101
"DAC ",200,50,178
"DAC ",201,50,223
"DAC ",209,50,1
"DAC ",210,50,3
"DAC ",219,50,13
"DAC ",223,50,64
"DAC ",224,50,10
"DAZ ",53,50,4
"DAZ ",92,50,1
"DAZ ",113,50,207
"DAZ ",124,50,3
"DAZ ",133,50,3
"DAZ ",139,50,12
"DAZ ",150,50,105
"DAZ ",162,50,1
"DAZ ",210,50,7
"DAZ ",219,50,4
"DAZ ",223,50,5
"DAZ ",224,50,22
"DAZ ",228,50,11
"DBZ ",113,50,318
"DBZ ",125,50,1
"DBZ ",132,50,2
"DBZ ",135,50,27
"DBZ ",138,50,16
"DBZ ",139,50,6
"DBZ ",150,50,1
"DBZ ",200,50,13
"DBZ ",210,50,24
"DBZ ",215,50,3
"DBZ ",223,50,91
"DBZ ",237,50,4
"DCK ",113,5,45
"DCK ",113,6,21
"DCK ",139,5,7
"DCK ",210,6,35
"DCK ",237,6,4
"DCS ",81,50,2
"DCS ",113,50,43
"DCS ",125,50,1
"DCS ",136,50,1
"DCS ",139,50,2
"DCS ",200,50,1
"DCS ",210,50,11
"DCX ",113,5,42
"DCX ",113,16,32
"DCX ",113,65,16
"DCX ",124,29,24
"DCX ",132,24,1
"DCX ",135,40,1
"DCX ",139,5,5
"DCX ",141,4,1
"DCX ",144,23,2
"DCX ",150,23,86
"DCX ",200,24,35
"DCX ",201,25,13
"DCX ",210,6,22
"DCX ",237,6,4
"DCZ ",53,50,7
"DCZ ",92,50,2
"DCZ ",113,50,14
"DCZ ",124,50,2
"DCZ ",125,50,9
"DCZ ",150,50,84
"DCZ ",200,50,90
"DCZ ",201,50,17
"DCZ ",219,50,7
"DCZ ",223,50,3
"DCZ ",224,50,35
"DFI ",55,50,290
"DFI ",113,50,75
"DFI ",125,50,3
"DFI ",130,50,4
"DFI ",150,50,76
"DFI ",200,50,33
"DFI ",223,50,172
"DFX ",55,50,8
"DFX ",113,50,7938
"DFX ",132,50,17
"DFX ",135,50,12
"DFX ",150,50,115
"DFX ",163,24,2
"DFX ",219,50,12
"DFX ",223,50,478
"DFX ",228,50,15
"DGZ ",0,50,1
"DGZ ",113,50,112
"DGZ ",125,50,1
"DGZ ",132,50,14
"DGZ ",135,50,6
"DGZ ",150,50,34
"DGZ ",200,50,29
"DGZ ",201,50,16
"DGZ ",209,50,11
"DGZ ",223,50,205
"DGZ ",224,50,9
"DHZ ",53,50,33
"DHZ ",113,50,100
"DHZ ",124,50,7
"DHZ ",125,50,3
"DHZ ",135,50,5
"DHZ ",138,50,1
"DHZ ",150,50,113
"DHZ ",200,50,23
"DHZ ",210,50,14
"DHZ ",223,50,40
"DHZ ",224,50,115
"DJZ ",0,50,1
"DJZ ",81,50,2
"DJZ ",113,50,193
"DJZ ",125,50,2
"DJZ ",132,50,26
"DJZ ",138,50,1
"DJZ ",139,50,2
"DJZ ",141,50,2
"DJZ ",150,50,33
"DJZ ",200,50,79
"DJZ ",209,50,20
"DJZ ",210,50,54
"DMC ",88,50,135
"DMC ",113,50,160
"DMC ",130,50,1
"DMC ",132,50,9
"DMC ",135,50,18
"DMC ",136,50,5
"DMC ",150,50,33
"DMC ",210,50,219
"DNA ",113,50,125
"DNA ",124,50,1
"DNA ",130,50,13
"DNA ",132,50,10
"DNA ",133,50,5
"DNA ",135,50,5
"DNA ",139,50,12
"DNA ",150,50,276
"DNA ",210,50,24
"DNA ",228,50,22
"DNN ",50,26,21
"DNN ",54,23,88
"DNN ",113,5,6
"DNN ",113,6,82
"DNN ",113,16,10
"DNN ",113,44,46
"DNN ",113,65,25
"DNN ",125,51,1
"DNN ",132,24,3
"DNN ",138,51,1
"DNN ",139,5,1
"DNN ",150,23,181
"DNN ",200,24,93
"DNN ",201,25,54
"DNN ",210,6,73
"DNN ",219,65,2
"DNX ",49,50,42
"DNX ",50,50,12
"DNX ",113,50,30
"DNX ",125,50,4
"DNX ",132,50,9
"DNX ",141,50,1
"DNX ",200,50,34
"DNX ",201,50,27
"DNX ",207,50,1
"DNX ",219,50,1
"DNX ",223,50,30
"DNX ",228,50,1
"DNZ ",113,50,5
"DNZ ",125,50,7
"DNZ ",150,50,19
"DPZ ",49,50,134
"DPZ ",113,50,52
"DPZ ",136,50,1
"DSS ",88,50,4
"DSS ",113,50,5
"DSS ",133,50,2
"DSS ",150,50,38
"DSS ",210,50,6
"DTB ",53,50,15
"DTB ",113,50,16
"DTB ",125,50,3
"DTB ",135,50,12
"DTB ",136,50,1
"DTB ",150,50,13
"DTB ",200,50,15
"DTB ",209,50,4
"DTB ",210,50,3
"DTB ",223,50,49
"DTB ",224,50,64
"DTC ",49,50,3
"DTC ",85,50,6
"DTC ",113,50,216
"DTC ",124,50,23
"DTC ",125,50,2
"DTC ",132,50,7
"DTC ",133,50,18
"DTC ",135,50,74
"DTC ",136,50,3
"DTC ",139,50,24
"DTC ",150,50,86
"DTC ",200,50,9
"DTC ",210,50,23
"DTC ",219,50,28
"DTC ",228,50,16
"DUS ",81,50,1
"DUS ",85,50,17
"DUS ",113,50,154
"DUS ",124,50,24
"DUS ",125,50,1
"DUS ",130,50,2
"DUS ",132,50,52
"DUS ",133,50,45
"DUS ",135,50,89
"DUS ",139,50,23
"DUS ",141,50,2
"DUS ",150,50,45
"DUS ",210,50,25
"DUS ",237,50,6
"DWA ",49,50,1
"DWB ",49,50,11
"DWB ",113,50,1150
"DWB ",132,50,116
"DWB ",141,50,6
"DWZ ",50,50,392
"DWZ ",55,50,30
"DWZ ",82,50,2
"DWZ ",113,50,360
"DWZ ",125,50,41
"DWZ ",132,50,88
"DWZ ",139,50,4
"DWZ ",140,50,12
"DWZ ",141,50,2
"DWZ ",150,50,190
"DWZ ",162,50,18
"DWZ ",200,50,79
"DWZ ",201,50,584
"DWZ ",210,50,23
"DWZ ",223,50,2513
"DWZ ",234,50,68
"DWZ ",237,50,2
"DXA ",57,50,2
"DXA ",92,50,3
"DXA ",113,50,532
"DXA ",125,50,4
"DXA ",132,50,26
"DXA ",139,50,2
"DXA ",141,50,1
"DXA ",150,50,41
"DXA ",200,50,19
"DXA ",201,50,409
"DXA ",209,50,3
"DXA ",210,50,6
"DXA ",219,50,28
"DXA ",223,50,115
"DXB ",49,50,2
"DXB ",113,50,3708
"DXB ",132,50,308
"DXB ",135,50,11
"DXB ",141,50,1
"DXB ",150,50,3
"DXD ",50,50,17
"DXD ",113,50,104
"DXD ",125,50,2
"DXD ",132,50,3
"DXD ",135,50,8
"DXD ",141,50,1
"DXD ",150,50,216
"DXD ",200,50,121
"DXD ",201,50,17
"DXD ",209,50,37
"DXD ",219,50,45
"DXD ",223,50,6
"DXD ",224,50,32
"DXQ ",84,50,10
"DXQ ",113,50,478
"DXQ ",124,50,5
"DXQ ",125,50,10
"DXQ ",132,50,45
"DXQ ",133,50,3
"DXQ ",135,50,17
"DXQ ",136,50,3
"DXQ ",139,50,52
"DXQ ",141,50,1
"DXQ ",150,50,198
"DXQ ",162,50,8
"DXQ ",200,50,2
"DXQ ",210,50,30
"DXQ ",228,50,188
"DXZ ",83,50,4
"DXZ ",113,50,377
"DXZ ",125,50,5
"DXZ ",132,50,2
"DXZ ",133,50,32
"DXZ ",136,50,5
"DXZ ",138,50,148
"DXZ ",150,50,69
"DXZ ",200,50,117
"DXZ ",210,50,14
"DXZ ",219,50,10
"DXZ ",223,50,43
"DXZ ",224,50,17
"DXZ ",228,50,13
"DYA ",53,50,77
"DYA ",81,50,3
"DYA ",113,50,186
"DYA ",124,50,81
"DYA ",125,50,1
"DYA ",130,50,3
"DYA ",132,50,1
"DYA ",133,50,1
"DYA ",136,50,12
"DYA ",139,50,4
"DYA ",150,50,173
"DYA ",163,24,4
"DYA ",210,50,5
"DYA ",219,50,6
"DYA ",223,50,4
"DYA ",228,50,17
"DYS ",88,50,4
"DYS ",113,50,30
"DYS ",133,50,3
"DYS ",135,50,2
"DYS ",150,50,73
"DYS ",210,50,48
"DYZ ",113,50,13
"DYZ ",125,50,1463
"DYZ ",133,50,2
"DYZ ",135,50,3
"DYZ ",136,50,2
"DYZ ",150,50,8
"DYZ ",200,50,35
"DYZ ",210,50,4
"DZF ",133,50,4
"DZF ",162,50,5
"DZF ",210,50,7
"DZZ ",55,50,24
"DZZ ",113,50,800
"DZZ ",125,50,1
"DZZ ",132,50,1
"DZZ ",133,50,6
"DZZ ",139,50,4
"DZZ ",150,50,71
"DZZ ",210,50,16
"F10 ",113,6,2
"F10 ",113,16,2
"F10 ",113,65,5
"F10 ",154,16,4
"F10 ",201,25,65
"F10 ",210,6,2
"F10 ",219,65,4
"F11 ",50,16,3
"F11 ",50,26,18
"F11 ",113,16,8
"F11 ",113,65,10
"F11 ",154,16,11
"F11 ",201,25,120
"F11 ",219,65,8
"F12 ",50,16,6
"F12 ",113,5,40
"F12 ",113,6,90
"F12 ",113,16,7
"F12 ",113,20,2
"F12 ",113,65,5
"F12 ",133,5,1
"F12 ",139,5,10
"F12 ",154,16,3
"F12 ",201,25,69
"F12 ",210,6,165
"F12 ",219,65,2
"F13 ",50,16,1
"F13 ",113,5,40
"F13 ",113,6,91
"F13 ",113,16,5
"F13 ",139,5,10
"F13 ",154,16,3
"F13 ",201,25,32
"F13 ",210,6,168
"F14 ",50,26,298
"F14 ",113,5,40
"F14 ",113,6,90
"F14 ",113,16,52
"F14 ",113,20,2
"F14 ",139,5,10
"F14 ",154,16,3
"F14 ",201,25,31
"F14 ",210,6,188
"F15 ",50,16,2
"F15 ",50,26,138
"F15 ",113,5,42
"F15 ",113,6,95
"F15 ",113,16,59
"F15 ",113,20,2
"F15 ",113,65,5
"F15 ",125,26,1
"F15 ",139,5,10
"F15 ",154,16,4
"F15 ",201,25,47
"F15 ",210,6,187
"F15 ",219,65,1
"F16 ",113,5,4
"F16 ",113,6,9
"F16 ",113,16,7
"F16 ",113,20,2
"F16 ",139,5,1
"F16 ",154,16,3
"F16 ",201,25,162
"F16 ",210,6,16
"F16 ",219,65,7
"F17 ",50,16,2
"F17 ",113,5,4
"F17 ",113,6,9
"F17 ",113,16,10
"F17 ",139,5,1
"F17 ",154,16,1
"F17 ",201,25,79
"F17 ",210,6,18
"F17 ",219,65,1
"F39 ",50,16,15
"F39 ",50,26,24
"F39 ",54,16,8
"F39 ",67,5,1
"F39 ",113,5,49
"F39 ",113,6,12
